date,close,volume,close_1_day_prior,close_1_week_prior,pct_change_1_day,pct_change_1_week
2023-12-29,81.01,3586926,81.14,78.93,-0.0016021690904608477,0.02635246420879267
2023-12-28,81.14,3553165,80.37,78.59,0.009580689311932344,0.032446876192899765
2023-12-27,80.37,3539557,79.95,79.49,0.00525328330206376,0.011070574915083675
2023-12-26,79.95,2659492,79.66,79.5,0.0036404720060256857,0.005660377358490676
2023-12-22,79.66,4109738,78.93,80.33,0.009248701380970337,-0.008340595045437604
2023-12-21,78.93,3791022,78.59,81.78,0.004326250159053302,-0.034849596478356504
2023-12-20,78.59,5227782,79.49,83.09,-0.011322178890426415,-0.05415814177398004
2023-12-19,79.49,6931158,79.5,80.82,-0.00012578616352210137,-0.016456322692402825
2023-12-18,79.5,4926692,80.33,80.09,-0.010332378936885322,-0.007366712448495516
2023-12-15,80.33,20354199,81.78,79.02,-0.01773049645390079,0.016578081498354935
2023-12-14,81.78,8531101,83.09,78.05,-0.01576603682753641,0.04778987828315184
2023-12-13,83.09,10582405,80.82,79.36,0.028087107151695268,0.047001008064516236
2023-12-12,80.82,6118338,80.09,79.02,0.009114745910850264,0.02277904328018221
2023-12-11,80.09,8189977,79.02,78.34,0.013540875727664048,0.02233852438090378
2023-12-08,79.02,6568994,78.05,77.65,0.012427930813581067,0.017643271088216173
2023-12-07,78.05,8588558,79.36,76.6,-0.016507056451612878,0.01892950391644921
2023-12-06,79.36,5697226,79.02,75.23,0.004302708175145664,0.054898311843679215
2023-12-05,79.02,6277013,78.34,74.51,0.008680112330865297,0.060528788082136575
2023-12-04,78.34,8194691,77.65,74.92,0.0088860270444302,0.0456486919380672
2023-12-01,77.65,5400471,76.6,75.38,0.013707571801566676,0.03011408861767051
2023-11-30,76.6,10393741,75.23,75.7,0.01821082015153519,0.011889035667106862
2023-11-29,75.23,5091775,74.51,74.69,0.009663132465440816,0.007229883518543367
2023-11-28,74.51,6792720,74.92,76.0,-0.005472504004271128,-0.01960526315789468
2023-11-27,74.92,4552184,75.38,75.45,-0.0061024144335366515,-0.007024519549370445
2023-11-24,75.38,1931048,75.7,74.52,-0.0042272126816381705,0.011540526033279708
2023-11-22,75.7,4419129,74.69,75.04,0.013522559914312504,0.0087953091684434
2023-11-21,74.69,5120372,76.0,74.72,-0.017236842105263217,-0.0004014989293361637
2023-11-20,76.0,7012251,75.45,74.93,0.0072895957587806315,0.014279994661684059
2023-11-17,75.45,7874576,74.52,75.92,0.012479871175523405,-0.006190727081137992
2023-11-16,74.52,6820760,75.04,74.98,-0.006929637526652543,-0.00613496932515345
2023-11-15,75.04,7102130,74.72,77.9,0.004282655246252709,-0.03671373555840818
2023-11-14,74.72,5534445,74.93,80.61,-0.002802615774723183,-0.0730678575859075
2023-11-13,74.93,4742560,75.92,81.14,-0.01304004214963117,-0.0765343850135567
2023-11-10,75.92,5946775,74.98,81.59,0.012536676447052475,-0.06949381051599468
2023-11-09,74.98,8878924,77.9,81.23,-0.03748395378690628,-0.07694201649636834
2023-11-08,77.9,13103484,80.61,80.19,-0.03361865773477224,-0.02855717670532476
2023-11-07,80.61,7609016,81.14,78.54,-0.006531920138033054,0.026355996944232185
2023-11-06,81.14,6649996,81.59,77.77,-0.005515381786983742,0.043332904719043386
2023-11-03,81.59,7040044,81.23,76.62,0.004431860150190703,0.06486557034716789
2023-11-02,81.23,6166113,80.19,78.5,0.012969198154383355,0.03477707006369424
2023-11-01,80.19,5446074,78.54,78.39,0.021008403361344463,0.02296211251435132
2023-10-31,78.54,4684184,77.77,78.15,0.009900990099010132,0.00499040307101728
2023-10-30,77.77,4760785,76.62,77.56,0.015009135995823542,0.0027075812274366395
2023-10-27,76.62,6037772,78.5,77.8,-0.023949044585987234,-0.01516709511568115
2023-10-26,78.5,4630880,78.39,78.44,0.0014032402092103435,0.0007649158592555327
2023-10-25,78.39,5148042,78.15,79.67,0.003071017274472121,-0.01606627337768296
2023-10-24,78.15,5424853,77.56,80.48,0.007607013924703532,-0.02895129224652082
2023-10-23,77.56,4049810,77.8,79.2,-0.0030848329048842604,-0.020707070707070674
2023-10-20,77.8,5183656,78.44,77.65,-0.008159102498725201,0.0019317450096585365
2023-10-19,78.44,5563541,79.67,76.76,-0.015438684573867212,0.021886399166232362
2023-10-18,79.67,6781870,80.48,76.96,-0.01006461232604372,0.035213097713097774
2023-10-17,80.48,10602218,79.2,75.97,0.016161616161616266,0.059365539028563896
