title,url,time_published,summary,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
ANSYS  ( ANSS )  Solutions Leveraged by Turntide to Lower Costs,https://www.zacks.com/stock/news/2037336/ansys-anss-solutions-leveraged-by-turntide-to-lower-costs,2023-01-10 14:10:00,ANSYS (ANSS) solutions are being used by Turntide to design and test components for construction equipment.,JBL,0.204647,0.136839,Neutral
Here's Why You Need to Keep an Eye on America Movil  ( AMX ) ,https://www.zacks.com/stock/news/2037224/heres-why-you-need-to-keep-an-eye-on-america-movil-amx,2023-01-10 14:03:00,America Movil's (AMX) performance is benefiting from increasing broadband client base and wireless subscriber additions.,JBL,0.252332,0.055707,Neutral
Sensata  ( ST )  Rolls Out INSIGHTS Platform to Tap IoT Market,https://www.zacks.com/stock/news/2036670/sensata-st-rolls-out-insights-platform-to-tap-iot-market,2023-01-09 13:39:00,Sensata's (ST) INSIGHTS platform offers customers comprehensive IoT solutions for supply chain including video telematics and asset monitoring.,JBL,0.187221,0.039071,Neutral
Blackberry  ( BB )  at CES 2023: A Look at Main Announcements,https://www.zacks.com/stock/news/2036629/blackberry-bb-at-ces-2023-a-look-at-main-announcements,2023-01-09 13:02:00,Blackberry's (BB) IVY and QNX solution is leveraged by leading automakers and software developers.,JBL,0.165788,0.034443,Neutral
Best Growth Stocks to Buy for January 9th,https://www.zacks.com/commentary/2036616/best-growth-stocks-to-buy-for-january-9th,2023-01-09 12:47:00,"CHX, WTKWY and JBL made it to the Zacks Rank #1 (Strong Buy) growth stocks list on January 9, 2023.",JBL,0.678102,0.048243,Neutral
Badger Meter  ( BMI )  Buys Smart Water Solutions Company Syrinix,https://www.zacks.com/stock/news/2036396/badger-meter-bmi-buys-smart-water-solutions-company-syrinix,2023-01-06 17:52:00,Badger Meter (BMI) acquires intelligent water monitoring solutions company - Syrinix.,JBL,0.182967,0.10736,Neutral
Iridium  ( IRDM )  and Qualcomm to Enable Satellite Messaging,https://www.zacks.com/stock/news/2036130/iridium-irdm-and-qualcomm-to-enable-satellite-messaging,2023-01-06 13:45:00,Iridium (IRDM) and Qualcomm Technologies to support satellite messaging and emergency services in premium Android smartphones in select regions from the second half of 2023.,JBL,0.180685,0.038065,Neutral
Best Growth Stocks to Buy for January 5th,https://www.zacks.com/commentary/2035662/best-growth-stocks-to-buy-for-january-5th,2023-01-05 14:29:00,"IPAR, SQM and JBL made it to the Zacks Rank #1 (Strong Buy) growth stocks list on January 5, 2023.",JBL,0.653656,0.047401,Neutral
TELUS  ( TU )  Concludes WillowTree Acquisition for $1.225B,https://www.zacks.com/stock/news/2035598/telus-tu-concludes-willowtree-acquisition-for-1225b,2023-01-05 13:46:00,TELUS (TU) completes the acquisition of WillowTree to improve its software development capabilities.,JBL,0.211806,0.042945,Neutral
Maxar  ( MAXR )  Awarded Two Contracts Worth $35.8M by U.S. NGA,https://www.zacks.com/stock/news/2035590/maxar-maxr-awarded-two-contracts-worth-358m-by-us-nga,2023-01-05 13:33:00,Maxar (MAXR) receives two contracts worth $35.8 million to provide geospatial intelligence data and support NGA's Foundation Program with an enhanced API.,JBL,0.193723,0.040084,Neutral
Simulations Plus  ( SLP )  Q1 Earnings & Revenues Miss Estimates,https://www.zacks.com/stock/news/2035550/simulations-plus-slp-q1-earnings-revenues-miss-estimates,2023-01-05 13:19:00,Simulations Plus' (SLP) Q1 results were affected by lower revenues in Software business segment.,JBL,0.185306,0.034204,Neutral
PTC Completes Acquisition of FSM Software Company ServiceMax,https://www.zacks.com/stock/news/2035532/ptc-completes-acquisition-of-fsm-software-company-servicemax,2023-01-05 12:56:00,PTC's acquisition of ServiceMax is expected to boost its portfolio of PLM solutions and complement company's digital thread portfolio.,JBL,0.1789,0.037793,Neutral
What's The Outlook Like For IPhone Suppliers?,https://www.forbes.com/sites/greatspeculations/2023/01/05/whats-the-outlook-like-for-iphone-suppliers/,2023-01-05 12:00:00,"While the decline over the past year was largely due to rising interest rates and a broader sell-off in tech stocks, Apple's iPhone supply chain is also seeing some disruption.",JBL,0.096283,-0.067641,Neutral
3 Tech Stocks With a Favorable Outlook for Early 2023,https://www.zacks.com/commentary/2035326/3-tech-stocks-with-a-favorable-outlook-for-early-2023,2023-01-04 19:27:00,"With investors flipping their calendars, hopes of a more prosperous year are undoubtedly widespread. And perhaps to the surprise of some, several technology stocks have a bright outlook for the beginning of the New Year.",JBL,0.401331,0.325805,Somewhat-Bullish
ANSYS  ( ANSS )  to Acquire Rocky DEM to Enhance Software Offering,https://www.zacks.com/stock/news/2035103/ansys-anss-to-acquire-rocky-dem-to-enhance-software-offering,2023-01-04 14:13:00,ANSYS (ANSS) acquires Rocky to enhance its engineering simulation software offerings by integrating Rocky's DEM tools and expertise.,JBL,0.195287,0.040329,Neutral
Here's Why Investors Could Consider Buying Blackberry  ( BB ) ,https://www.zacks.com/stock/news/2035077/heres-why-investors-could-consider-buying-blackberry-bb,2023-01-04 14:06:00,Blackberry's (BB) performance gains from continued momentum in the IoT business segment and strategic collaborations.,JBL,0.163909,-0.016354,Neutral
Are Investors Undervaluing Jabil  ( JBL )  Right Now?,https://www.zacks.com/stock/news/2034611/are-investors-undervaluing-jabil-jbl-right-now,2023-01-03 14:40:11,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",JBL,0.579393,0.368125,Bullish
Jabil  ( JBL )  Stock Moves -0.42%: What You Should Know,https://www.zacks.com/stock/news/2041628/jabil-jbl-stock-moves--042-what-you-should-know,2023-01-19 22:45:20,"Jabil (JBL) closed the most recent trading day at $78.06, moving -0.42% from the previous trading session.",JBL,0.608634,0.237812,Somewhat-Bullish
Are Computer and Technology Stocks Lagging AppFolio  ( APPF )  This Year?,https://www.zacks.com/stock/news/2041316/are-computer-and-technology-stocks-lagging-appfolio-appf-this-year,2023-01-19 14:40:07,Here is how AppFolio (APPF) and Jabil (JBL) have performed compared to their sector so far this year.,JBL,0.377142,0.177113,Somewhat-Bullish
SAP's RISE With SAP Solution Continues to Gain Traction,https://www.zacks.com/stock/news/2041141/saps-rise-with-sap-solution-continues-to-gain-traction,2023-01-19 12:21:00,SAP's RISE with SAP solution is leveraged by CGI to help its clients accelerate their transitions to the cloud.,JBL,0.269776,0.152861,Somewhat-Bullish
3 Reasons Why Growth Investors Shouldn't Overlook Jabil  ( JBL ) ,https://www.zacks.com/stock/news/2040915/3-reasons-why-growth-investors-shouldnt-overlook-jabil-jbl,2023-01-18 17:45:06,"Jabil (JBL) is well positioned to outperform the market, as it exhibits above-average growth in financials.",JBL,0.50186,0.365613,Bullish
