title,url,time_published,summary,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Duke Energy  ( DUK )  Gains As Market Dips: What You Should Know,https://www.zacks.com/stock/news/2037021/duke-energy-duk-gains-as-market-dips-what-you-should-know,2023-01-09 23:00:23,"Duke Energy (DUK) closed the most recent trading day at $105.19, moving +0.01% from the previous trading session.",DUK,0.580732,0.270448,Somewhat-Bullish
Should Invesco S&P 500 Low Volatility ETF  ( SPLV )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2036580/should-invesco-sp-500-low-volatility-etf-splv-be-on-your-investing-radar,2023-01-09 11:20:05,Style Box ETF report for ...,DUK,0.129168,0.070052,Neutral
Duke Energy announces dividend payments to shareholders,https://www.prnewswire.com/news-releases/duke-energy-announces-dividend-payments-to-shareholders-301713536.html,2023-01-04 16:04:00,"CHARLOTTE, N.C., Jan. 4, 2023 /PRNewswire/ -- Duke Energy ( NYSE: DUK ) today declared a quarterly cash dividend on its common stock of $1.005 per share. This dividend is payable on March 16, 2023, to shareholders of record at the close of business on Feb. 17, 2023.",DUK,0.726873,0.398659,Bullish
This High-Yield Stock Is Changing Directions in the Clean Energy Space,https://www.fool.com/investing/2023/01/04/high-yield-stock-change-directions-clean-energy/,2023-01-04 14:49:40,"Duke Energy made a big decision in the clean energy space, moving away from a business that helped make NextEra Energy a utility giant.",DUK,0.110462,0.088968,Neutral
Duke Energy is sorry it ruined your Christmas,https://www.axios.com/local/raleigh/2023/01/04/duke-energy-apologizes-christmas-eve-blackouts-north-carolina,2023-01-04 11:20:13,A store closure due to widespread power outages at Common Market in the Plaza Midwood neighborhood of Charlotte. Photo: Logan Cyrus/AFP via Getty Images Duke Energy apologized Tuesday for intentionally shutting off power for nearly half a million North Carolina homes and businesses on Christmas Eve.,DUK,0.353562,0.067953,Neutral
Two men charged in attacks on Washington state power stations,https://www.upi.com/Top_News/US/2023/01/04/washington-men-charged-attack-power-substations/3521672810772/,2023-01-04 06:22:26,"Matthew Greenwood, 32, and Jeremy Crahan, 40, were arrested Saturday by the FBI and are being held at the Federal Detention Center at SeaTac. Advertisement According to the criminal complaint unsealed Tuesday, one of the substations, Tacoma Power, captured images of one suspect and a pick-up ...",DUK,0.087185,-0.221456,Somewhat-Bearish
Duke Energy  ( DUK )  Gains As Market Dips: What You Should Know,https://www.zacks.com/stock/news/2034855/duke-energy-duk-gains-as-market-dips-what-you-should-know,2023-01-03 23:00:25,"In the latest trading session, Duke Energy (DUK) closed at $103.70, marking a +0.69% move from the previous day.",DUK,0.636698,0.129838,Neutral
Duke Energy apologizes for Christmas Eve power outages,https://www.foxbusiness.com/markets/duke-energy-apologizes-christmas-eve-power-outages,2023-01-03 21:55:17,"Duke Energy issued an apology to customers and regulators on Tuesday, taking responsibility for rolling blackouts on Christmas Eve that left hundreds of thousands of customers without power.",DUK,0.321673,-0.050217,Neutral
"Duke Energy: Plant, purchase failures contributed to outages",https://apnews.com/article/business-power-outages-north-carolina-duke-energy-corp-climate-and-environment-63ef2b5bdc08fc4fadfcbb1639fcec40,2023-01-03 21:05:09,"RALEIGH, N.C. ( AP ) - Duke Energy Corp. executives on Tuesday blamed a convergence of widespread extreme cold, higher than projected demand, malfunctioning plant equipment and the inability to buy power elsewhere for rolling blackouts on Christmas Eve - the first for the company in the ...",DUK,0.321873,0.002382,Neutral
Duke Energy  ( DUK )  Stock Sinks As Market Gains: What You Should Know,https://www.zacks.com/stock/news/2042221/duke-energy-duk-stock-sinks-as-market-gains-what-you-should-know,2023-01-20 22:50:24,"Duke Energy (DUK) closed at $101.82 in the latest trading session, marking a -0.15% move from the prior day.",DUK,0.700945,0.311075,Somewhat-Bullish
Duke Energy's Site Readiness Program brings economic development benefits to four Florida communities,https://www.prnewswire.com/news-releases/duke-energys-site-readiness-program-brings-economic-development-benefits-to-four-florida-communities-301727067.html,2023-01-20 16:53:00,Duke Energy's Site Readiness Program brings economic ... PR ...,DUK,0.471795,0.431807,Bullish
