title,url,time_published,summary,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
"Jacobs  ( J )  Wins $132M UK Naval Contract, Boosts Backlog",https://www.zacks.com/stock/news/2217108/jacobs-j-wins-132m-uk-naval-contract-boosts-backlog,2024-01-29 14:37:00,"Jacobs (J) powers the UK's naval nuclear program with a $132 million deal, ensuring advanced technical support until 2032.",J,0.145145,0.209633,Somewhat-Bullish
"Boil water order lifted for the City of Jackson, Mississippi, amid dispute over E. coli tests",https://www.cnn.com/2024/01/11/us/jackson-mississippi-boil-water-crisis-test-dispute/index.html,2024-01-13 00:55:00,"Local authorities lifted a boil-water notice Friday in Jackson, Mississippi, a day after health officials ordered residents of Jackson and nearby Flowood to boil water.",J,0.064276,0.0,Neutral
The Bull Case For Tetra Tech Inc. - Tetra Tech  ( NASDAQ:TTEK ) ,https://www.benzinga.com/trading-ideas/23/12/36400470/the-bull-case-for-tetra-tech-inc,2023-12-27 16:54:41,"With Quiver Quantitative's recent institutional holdings data, we can see that hedge funds and asset managers have been increasing their holdings in Tetra Tech Inc. TTEK. Firms such as Amundi, T. Rowe Price, and Lord, Abbett & Co. have all recently added to their TTEK positions. Most notably, T.",J,0.018285,0.188315,Somewhat-Bullish
Jacobs Solutions  ( J )  Up 1.8% Since Last Earnings Report: Can It Continue?,https://www.zacks.com/stock/news/2201143/jacobs-solutions-j-up-18-since-last-earnings-report-can-it-continue,2023-12-21 16:30:21,Jacobs Solutions (J) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,J,0.212674,0.090344,Neutral
"NVIDIA, G-III Apparel And 2 Other Stocks Insiders Are Selling - G-III Apparel Group  ( NASDAQ:GIII ) , Hewlett Packard  ( NYSE:HPE ) ",https://www.benzinga.com/news/23/12/36322879/nvidia-g-iii-apparel-and-2-other-stocks-insiders-are-selling,2023-12-20 13:00:23,"The Nasdaq 100 closed higher by around 0.5% on Tuesday. Investors, meanwhile, focused on some notable insider trades. When insiders sell shares, it could be a preplanned sale, or could indicate their concern in the company's prospects or that they view the stock as being overpriced.",J,0.413199,0.294079,Somewhat-Bullish
Jacobs  ( J )  Selected as Technical Advisor by Cork County Council,https://www.zacks.com/stock/news/2200065/jacobs-j-selected-as-technical-advisor-by-cork-county-council,2023-12-19 15:46:00,"Jacobs (J) is set to provide consultancy services for the M28 motorway project in County Cork, Ireland.",J,0.211191,0.164845,Somewhat-Bullish
AECOM's  ( ACM )  Prosperity JV Selected by Australia's Sunwater,https://www.zacks.com/stock/news/2200041/aecoms-acm-prosperity-jv-selected-by-australias-sunwater,2023-12-19 15:17:00,The Prosperity JV between AECOM (ACM) and Jacobs is selected as the Engineering and Professional Services Partner by Sunwater.,J,0.18343,0.077092,Neutral
Jacobs to Provide Technical Advisory for M28 Motorway in Ireland - PR Newswire,https://www.prnewswire.com/news-releases/jacobs-to-provide-technical-advisory-for-m28-motorway-in-ireland-302016447.html,2023-12-18 09:00:00,Jacobs to Provide Technical Advisory for M28 Motorway in Ireland PR ...,J,0.11324,0.060688,Neutral
Jacobs  ( J )  to Support Naarea for Developing New Nuclear Reactor,https://www.zacks.com/stock/news/2197928/jacobs-j-to-support-naarea-for-developing-new-nuclear-reactor,2023-12-14 14:11:00,Jacobs (J) is set to offer support to Naarea for the development of the new nuclear power reactor for a three-year framework.,J,0.165031,0.346086,Somewhat-Bullish
Jacobs Solutions Recent Insider Activity - Jacobs Solutions  ( NYSE:J ) ,https://www.benzinga.com/news/23/12/36217286/jacobs-solutions-recent-insider-activity,2023-12-13 15:02:49,"Patrick Hill, Executive Vice President at Jacobs Solutions J, reported an insider sell on December 12, according to a new SEC filing. What Happened: A Form 4 filing from the U.S. Securities and Exchange Commission on Tuesday showed that Hill sold 5,500 shares of Jacobs Solutions.",J,0.472338,0.361017,Bullish
