title,url,time_published,summary,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
"GOP-led House creates a new committee to tackle threats from China, McCarthy's first big bipartisan win",https://www.cnbc.com/2023/01/10/gop-led-house-creates-a-new-china-threat-committee-its-first-big-bipartisan-win.html,2023-01-10 23:04:01,"The overwhelming 365-65 vote to create the China committee gave House Speaker Kevin McCarthy, R-Calif., a genuine bipartisan victory.",MRNA,0.04912,0.0,Neutral
"If You Invested $1,000 In Inovio Stock At Its COVID-19 Pandemic Low, Here's How Much You'd Have Now - Inovio Pharmaceuticals  ( NASDAQ:INO ) ",https://www.benzinga.com/news/23/01/30315163/if-you-invested-1-000-in-inovio-stock-at-its-covid-19-pandemic-low-heres-how-much-youd-have-now,2023-01-10 17:48:18,Investors who bought stocks during the COVID-19 market crash in 2020 have generally experienced some big gains in the past two and a half years. But there was no question some big-name stocks performed better than others since the pandemic bottom.,MRNA,0.129866,0.0,Neutral
Sen. Bernie Sanders urges Moderna not to hike price of Covid-19 vaccines,https://www.cnbc.com/2023/01/10/bernie-sanders-urges-moderna-not-to-hike-covid-19-vaccine-price.html,2023-01-10 17:38:05,"Sanders, the incoming chair of the Senate health committee, called the price increase ""outrageous"" in a letter to Moderna CEO Stephane Bancel.",MRNA,0.282886,-0.072573,Neutral
Moderna  ( MRNA )  Reports 2023 Business View & Pipeline Updates,https://www.zacks.com/stock/news/2037482/moderna-mrna-reports-2023-business-view-pipeline-updates,2023-01-10 16:55:00,Moderna (MRNA) expects to record a minimum of $5 billion in revenues from COVID vaccine sales in 2023. It also expects to incur around $4.5 billion as R&D expenses in 2023.,MRNA,0.711991,0.208644,Somewhat-Bullish
China takes first steps to punish countries that imposed testing mandates for Chinese travelers,https://www.marketwatch.com/story/china-takes-first-steps-to-punish-countries-that-imposed-testing-mandates-for-chinese-travelers-11673363816,2023-01-10 16:43:00,China suspended visas for South Koreans on Tuesday in a tit-for-tat response to that country's COVID testing requirement for Chinese tourists.,MRNA,0.145583,0.09214,Neutral
"Novavax  ( NVAX )  Names John Jacobs as New CEO, Shares Rise",https://www.zacks.com/stock/news/2037465/novavax-nvax-names-john-jacobs-as-new-ceo-shares-rise,2023-01-10 16:24:00,"Novavax (NVAX) appoints John C. Jacobs as its new president and chief executive officer, effective Jan 23, 2023.",MRNA,0.372912,-0.023481,Neutral
Sen. Sanders asks Moderna not to hike COVID vaccine price,https://www.reuters.com/business/healthcare-pharmaceuticals/sen-sanders-asks-moderna-not-hike-covid-vaccine-price-2023-01-10/,2023-01-10 15:54:00,"[1/5] Boxes containing the Moderna COVID-19 vaccine are prepared to be shipped at the McKesson distribution center in Olive Branch, Mississippi, U.S. December 20, 2020. Paul Sancya/Pool via REUTERS Jan 10 ( Reuters ) - U.S.",MRNA,0.523202,-0.195841,Somewhat-Bearish
"The Zacks Analyst Blog Highlights Thermo Fisher Scientific, Starbucks, Moderna, Canadian Pacific Railway and Micron Technology",https://www.zacks.com/stock/news/2037089/the-zacks-analyst-blog-highlights-thermo-fisher-scientific-starbucks-moderna-canadian-pacific-railway-and-micron-technology,2023-01-10 10:00:00,"Thermo Fisher Scientific, Starbucks, Moderna, Canadian Pacific Railway and Micron Technology are included in this Analyst Blog.",MRNA,0.445179,0.032724,Neutral
Is Alexandria Real Estate Equity a Buy?,https://www.fool.com/investing/2023/01/10/is-alexandria-real-estate-equity-a-buy/,2023-01-10 10:00:00,"It's a great stock, but investors dislike the sector.",MRNA,0.115509,0.025857,Neutral
Mainland Chinese citizens are eager to travel - for the West's mRNA Covid vaccines,https://www.cnbc.com/2023/01/10/chinese-travelers-ready-to-flock-overseas-for-western-mrna-vaccines.html,2023-01-10 02:02:03,"Mainland China has reopened its borders, and citizens eager to travel are booking not just flight tickets, but also vaccination appointments.",MRNA,0.060848,0.0,Neutral
Moderna  ( MRNA )  Gains As Market Dips: What You Should Know,https://www.zacks.com/stock/news/2036980/moderna-mrna-gains-as-market-dips-what-you-should-know,2023-01-09 22:45:21,"Moderna (MRNA) closed the most recent trading day at $183.95, moving +2% from the previous trading session.",MRNA,0.595343,0.217701,Somewhat-Bullish
"Moderna's Interim Earnings Beat Modestly, Uncertainty Looms Over 2023 - Moderna  ( NASDAQ:MRNA ) ",https://www.benzinga.com/analyst-ratings/analyst-color/23/01/30337646/modernas-interim-earnings-beat-modestly-uncertainty-looms-over-2023,2023-01-09 19:57:54,"Moderna Inc MRNA reported interim FY22 COVID-19 vaccine sales of $18.4 billion against $18-19 billion forecasted in the Q3 earnings release and the consensus of $17.8 billion. The company reiterates 2023 expected minimum COVID-19 vaccine sales of approximately $5 billion, with more contracts ...",MRNA,0.685927,0.215285,Somewhat-Bullish
Moderna considers pricing COVID vaccine at $110-$130 - WSJ,https://www.reuters.com/business/healthcare-pharmaceuticals/moderna-considers-pricing-covid-vaccine-110-130-wsj-2023-01-09/,2023-01-09 18:57:00,Moderna considers pricing COVID vaccine at ...,MRNA,0.591019,0.119538,Neutral
News Exclusive | Moderna Considers Price of $110-$130 for Covid-19 Vaccine,https://www.wsj.com/articles/moderna-considers-price-of-110-130-for-covid-19-vaccine-11673289609,2023-01-09 18:40:00,The commercial price for the shot is similar to Pfizer's plans for after government contracting ends.,MRNA,0.682689,0.0,Neutral
$100 Invested In Moderna 10 Years Ago Would Be Worth This Much Today - Moderna  ( NASDAQ:MRNA ) ,https://www.benzinga.com/news/earnings/23/01/30338033/100-invested-in-moderna-10-years-ago-would-be-worth-this-much-today,2023-01-09 18:00:57,"Moderna MRNA has outperformed the market over the past 10 years by 35.94% on an annualized basis producing an average annual return of 46.24%. Currently, Moderna has a market capitalization of $71.35 billion.",MRNA,0.983605,0.387251,Bullish
"Top Stock Reports for Thermo Fisher Scientific, Starbucks & Moderna",https://www.zacks.com/research-daily/2036745/top-stock-reports-for-thermo-fisher-scientific-starbucks-moderna,2023-01-09 17:38:00,"Today's Research Daily features new research reports on 16 major stocks, including Thermo Fisher Scientific Inc. (TMO), Starbucks Corporation (SBUX) and Moderna, Inc. (MRNA).",MRNA,0.426225,0.227378,Somewhat-Bullish
Moderna Surpasses Covid-19 Vaccine Sales Estimates. Why the Stock Didn't Rally.,https://www.barrons.com/articles/moderna-covid-sales-stock-51673280035,2023-01-09 16:01:00,"There's more to Moderna than its vaccine for Covid-19. Although Moderna stock ( ticker: MRNA ) ticked up Monday after the pharmaceutical firm announced higher vaccine sales than expected, it rose less than the overall market. Early Monday, the stock was up 0.4% to $181.10, while the S&P 500 was ...",MRNA,0.993614,-0.225941,Somewhat-Bearish
