title,url,time_published,summary,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
"Amazon is challenging Shopify, and Shopify's stock is losing so far",https://www.marketwatch.com/story/amazon-is-challenging-shopify-and-shopifys-stock-is-losing-so-far-11673379169,2023-01-10 19:52:00,Amazon.com Inc. on Tuesday said it would expand its Buy with Prime business services to most online merchants nationwide by the end of the month.,ADBE,0.215894,0.006888,Neutral
Check Out What Whales Are Doing With ADBE - Adobe  ( NASDAQ:ADBE ) ,https://www.benzinga.com/markets/options/23/01/30359363/check-out-what-whales-are-doing-with-adbe,2023-01-10 18:54:51,"Someone with a lot of money to spend has taken a bullish stance on Adobe ADBE. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",ADBE,0.850133,0.176904,Somewhat-Bullish
"Cathie Wood Watch: Ark Buys Adobe, Tesla",https://www.thestreet.com/investing/stocks/cathie-wood-ark-adobe-tesla,2023-01-10 18:11:00,The asset manager bought shares of the graphics-software specialist and the electric-vehicle leader as both stocks have dropped.,ADBE,0.281422,0.453128,Bullish
Cathie Wood Goes Bargain Hunting: 3 Stocks She Just Bought,https://www.fool.com/investing/2023/01/10/cathie-wood-goes-bargain-hunting-3-stocks-she-just/,2023-01-10 16:30:00,"The growth-focused money manager is making moves, with her ETFs already beating the market again in 2023 after terrible returns the two previous years.",ADBE,0.314151,0.17403,Somewhat-Bullish
Analyzing Adobe's Short Interest - Adobe  ( NASDAQ:ADBE ) ,https://www.benzinga.com/short-sellers/23/01/30356408/analyzing-adobes-short-interest,2023-01-10 16:17:55,"Adobe's ADBE short percent of float has risen 17.28% since its last report. The company recently reported that it has 4.39 million shares sold short, which is 0.95% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.2 days to cover their ...",ADBE,0.224903,0.158881,Somewhat-Bullish
$100 Invested In Adobe 10 Years Ago Would Be Worth This Much Today - Adobe  ( NASDAQ:ADBE ) ,https://www.benzinga.com/news/earnings/23/01/30352918/100-invested-in-adobe-10-years-ago-would-be-worth-this-much-today,2023-01-10 14:02:19,"Adobe ADBE has outperformed the market over the past 10 years by 14.24% on an annualized basis producing an average annual return of 24.38%. Currently, Adobe has a market capitalization of $158.99 billion.",ADBE,0.983605,0.387251,Bullish
4 Growth Stocks You'll Wish You Bought On the Dip,https://www.fool.com/investing/2023/01/09/4-growth-stocks-youll-wish-you-bought-on-the-dip/,2023-01-09 13:30:00,Excessive valuations are no longer an issue in 2023.,ADBE,0.200688,0.120405,Neutral
"Adobe To Rally 25%? Here Are 10 Other Analyst Forecasts For Monday - Adobe  ( NASDAQ:ADBE ) , Amryt Pharma  ( NASDAQ:AMYT ) ",https://www.benzinga.com/news/23/01/30331795/adobe-to-rally-25-here-are-10-other-analyst-forecasts-for-monday,2023-01-09 13:23:34,"Piper Sandler cut Salesforce, Inc. CRM price target from $175 to $171. Piper Sandler analyst Brent Bracelin maintained an Overweight rating on the stock. Salesforce shares rose 0.6% to $141.37 in pre-market trading. RBC Capital cut Medtronic plc MDT price target from $102 to $89.",ADBE,0.275867,-0.016609,Neutral
Adobe's CEO Sizes Up the State of Tech Now,https://www.wsj.com/articles/adobes-ceo-sizes-up-the-state-of-tech-now-11673151167,2023-01-08 15:00:00,"Shantanu Narayen, who has headed the software company for 15 years, discusses volatility in the industry, the purchase of Figma and setting priorities.",ADBE,0.682689,-0.294759,Somewhat-Bearish
"The Zacks Analyst Blog Highlights Alphabet, Adobe, TotalEnergies, Novo Nordisk and Diageo",https://www.zacks.com/stock/news/2036023/the-zacks-analyst-blog-highlights-alphabet-adobe-totalenergies-novo-nordisk-and-diageo,2023-01-06 09:35:00,"Alphabet, Adobe, TotalEnergies, Novo Nordisk and Diageo are included in this Analyst Blog.",ADBE,0.354572,-0.025655,Neutral
Online Holiday Sales Hit a Record as Consumers Keep Spending,https://www.barrons.com/articles/online-holiday-sales-consumer-spending-51672869718,2023-01-05 12:30:00,"Online Holiday Sales Grew 3.5% in 2022, Adobe Says ...",ADBE,0.949596,0.380832,Bullish
Top Stocks To Buy In 2023? 2 Tech Stocks To Watch,https://stockmarket.com/featured/top-stocks-to-buy-in-2023-2-tech-stocks-to-watch-2023-01-02,2023-01-02 13:44:04,"Technology stocks, also known as tech stocks, are shares of companies that produce and sell technology products and services. These companies can range from small startups to large, well-established firms, and they can operate in a variety of tech-related industries, such as software, hardware, ...",ADBE,0.473427,0.426163,Bullish
23 Top Stocks to Buy for 2023,https://www.fool.com/investing/2023/01/02/23-top-stocks-to-buy-for-2023/,2023-01-02 12:00:00,Let's start the year with an excellent list of stocks to buy.,ADBE,0.436009,-0.246798,Somewhat-Bearish
Adobe Stock: Bull vs. Bear,https://www.fool.com/investing/2023/01/01/adobe-stock-bull-vs-bear/,2023-01-01 13:15:00,"Down 51% from its high, should investors be buying the stock?",ADBE,0.673559,0.41142,Bullish
Adobe Speaks Out on Controversial AI Issue,https://www.thestreet.com/technology/adobe-speaks-out-on-controversial-ai-issue,2023-01-20 16:46:00,The company wants to remain transparent about what it does with user data ...,ADBE,0.333557,0.167799,Somewhat-Bullish
Major tech layoffs from Alphabet and Microsoft could make gains for some equity hedge funds this year,https://www.marketwatch.com/story/major-tech-layoffs-from-alphabet-and-microsoft-could-make-gains-for-some-equity-hedge-funds-this-year-11674230100,2023-01-20 15:55:00,"After equity funds posted 13% losses in 2022, fund managers are hoping for some light in the darkness with their tech stock exposure. Here's what they've been telling their investors going into 2023.",ADBE,0.104002,0.050369,Neutral
"3 Stocks Cathie Wood Is Buying That Should Be on Your List, Too",https://www.fool.com/investing/2023/01/20/stocks-cathie-wood-buying-should-be-on-list/,2023-01-20 10:58:00,"These growth stocks are hurting right now, but it's creating an opportunity for investors.",ADBE,0.156123,-0.012268,Neutral
DocuSign Stock: Bear vs. Bull,https://www.fool.com/investing/2023/01/19/docusign-stock-bear-vs-bull/,2023-01-19 14:31:00,The e-signature services leader is still a polarizing investment.,ADBE,0.224903,0.214512,Somewhat-Bullish
Adobe Denies Exploiting User Images And Videos For AI Training,https://www.benzinga.com/news/23/01/30456089/adobe-denies-exploiting-user-images-and-videos-for-ai-training,2023-01-18 09:55:42,Adobe Inc ADBE Chief Product Officer Scott Belsky addressed user criticism by saying the company has never trained its generative artificial intelligence services on customer projects. Belsky said they had never used anything in their storage to train a generative AI model in a Bloomberg interview.,ADBE,0.585052,0.441356,Bullish
"Digital education content market size to grow by USD 47.10 billion from 2021 to 2026: A descriptive analysis of customer landscape, vendor assessment, and market dynamics - Technavio",https://www.prnewswire.com/news-releases/digital-education-content-market-size-to-grow-by-usd-47-10-billion-from-2021-to-2026-a-descriptive-analysis-of-customer-landscape-vendor-assessment-and-market-dynamics---technavio-301720136.html,2023-01-16 18:45:00,Digital education content market size to grow by USD 47.10 billion ... PR ...,ADBE,0.050948,0.104607,Neutral
